handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_20b19597-6027-4177-b208-657f389b748f,MEDIA,,,,,,5bdc9f_483bcb786e38464796976d7256a0d9d8~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20b19597-6027-4177-b208-657f389b748f,MEDIA,,,,,,5bdc9f_3df5ee70e9f641a6a046af38d92d0d8a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20b19597-6027-4177-b208-657f389b748f,MEDIA,,,,,,5bdc9f_2eacd7602f224bbba01e30792c780177~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20b19597-6027-4177-b208-657f389b748f,MEDIA,,,,,,5bdc9f_8eb3e5bd37fb48e09f0374a73063e6b6~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fec6ea64-b64c-439e-a5bb-67445e6e9018,PRODUCT,Base d'adhérence - Renforcée 1.4,true,"<p><span style=""font-weight: 700; color: rgb(18, 18, 18)"">The Base 1.4 – Rubber Base Acid Clear</span><span style=""color: rgb(18, 18, 18)""> est une base d'adhérence professionnelle à acidité renforcée, conçue pour les situations techniques exigeantes — ongles très lipidiques, réfractaires ou sujets aux décollements persistants.</span></p><ul><li><p><span style=""color: rgb(18, 18, 18)"">Acidité renforcée — adhérence maximale sur ongles difficiles</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Texture rubber souple et homogène — auto-égalisante</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Réduit fortement les décollements persistants</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Compatible sous toutes les poses : VSP, rubber base, gel et polygel</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Dépose soak-off sans chauffe</span></p></li></ul>",the-base;bases-dadhérence,the-base,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fec6ea64-b64c-439e-a5bb-67445e6e9018,MEDIA,,,,,,5bdc9f_33fe605fc20c4db4b6940bda625112fb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fec6ea64-b64c-439e-a5bb-67445e6e9018,MEDIA,,,,,,5bdc9f_29694de9c8ca4dbcb87e1aaca485bd70~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a704262-fc69-482a-b350-7c57e1ad38ca,PRODUCT,Base d'adhérence - Fluide 1.1,true,"<p><span style=""font-weight: 700; color: rgb(18, 18, 18)"">The Base 1.1</span><span style=""color: rgb(18, 18, 18)""> est une base d'adhérence professionnelle à texture fluide, alternative à la Base FLEX ALBI — conçue pour les ongles fragiles ou sensibles nécessitant une base légère et précise.</span></p><ul><li><p><span style=""color: rgb(18, 18, 18)"">Texture plus fluide que la Base FLEX — application précise en couche fine</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Souple sur la plaque ongulaire — protège sans rigidifier</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Acidité faible : idéale sur ongles sensibles ou réactifs</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Auto-égalisante — s'adapte à la surface de l'ongle</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Compatible sous toutes les poses : VSP, rubber base, gel et polygel</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Dépose soak-off sans chauffe</span></p></li></ul>",bases-dadhérence;the-base,the-base,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a704262-fc69-482a-b350-7c57e1ad38ca,MEDIA,,,,,,5bdc9f_33fe605fc20c4db4b6940bda625112fb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a704262-fc69-482a-b350-7c57e1ad38ca,MEDIA,,,,,,5bdc9f_29694de9c8ca4dbcb87e1aaca485bd70~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_45c0b8b2-379d-4854-88d9-d7e415bfc824,PRODUCT,Polygel Liquide - Ice Shine,true,"<p><span style=""color: rgb(18, 18, 18)"">Teintes nude lumineuses, enrichies de paillettes fines pour un rendu chic et minimaliste. Texture fluide, auto-nivelante, qui ne coule pas – parfaite pour une pose rapide et sans limage. Adaptée aux ongles courts comme longs, pour des manucures durables et impeccables.</span></p><p><span style=""color: rgb(18, 18, 18)"">Vous pouvez l' utiliser pour faire des extensions poppits, corriger les extensions, réparer, compléter les coins ou renforcer les ongles. Ce matériau combine les propriétés d'application facile de la BASE, et les propriétés de résistance du GEL.</span></p><p><span style=""color: rgb(18, 18, 18)"">Toutes les nuances de la gamme Liquid Polygel ont une excellente densité et un excellent pouvoir couvrant, elles s'appliquent parfaitement, sont auto-égalisantes et sèchent parfaitement. Ne rétrécit pas tout au long de l'usure.</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ le polygel liquide a une consistance moyenne,</span></p><p><span style=""color: rgb(18, 18, 18)"">- s'auto-égalise rapidement,</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ excellent pour la technique ""sans limage""</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ peut être déposé facilement avec une fraise grain fin</span></p><p><span style=""color: rgb(18, 18, 18)"">Mode d'emploi : appliquer une fine couche de base d'adhérence (base FLEX) sur la plaque à ongles préparée.</span></p><p><span style=""color: rgb(18, 18, 18)"">Après polymérisation, appliquer le polygel liquide, patinoire puis construction.</span></p><p><span style=""color: rgb(18, 18, 18)"">Temps de polymérisation 60/120 sec.</span></p><p><span style=""color: rgb(18, 18, 18)"">Pot de 15 ml</span></p>",polygel-liquides;accessoires,accessoires,,,,,17.9,,,,,,,2,false,,,,4687206380899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_45c0b8b2-379d-4854-88d9-d7e415bfc824,MEDIA,,,,,,5bdc9f_4e3ddc02b37b424e848cf86df4af557d~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_45c0b8b2-379d-4854-88d9-d7e415bfc824,MEDIA,,,,,,5bdc9f_59b073fd3ebb4c86a5930ee6b21963a0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_45c0b8b2-379d-4854-88d9-d7e415bfc824,MEDIA,,,,,,5bdc9f_a9b11c17329f42fd8250113f7ea924bc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b8f7f051-a956-406a-8763-49363b1bc811,PRODUCT,Polygel Liquide - White Moon,true,"<p><span style=""color: rgb(18, 18, 18)"">Teintes nude lumineuses, enrichies de paillettes fines pour un rendu chic et minimaliste. Texture fluide, auto-nivelante, qui ne coule pas – parfaite pour une pose rapide et sans limage. Adaptée aux ongles courts comme longs, pour des manucures durables et impeccables.</span></p><p><span style=""color: rgb(18, 18, 18)"">Vous pouvez l' utiliser pour faire des extensions poppits, corriger les extensions, réparer, compléter les coins ou renforcer les ongles. Ce matériau combine les propriétés d'application facile de la BASE, et les propriétés de résistance du GEL.</span></p><p><span style=""color: rgb(18, 18, 18)"">Toutes les nuances de la gamme Liquid Polygel ont une excellente densité et un excellent pouvoir couvrant, elles s'appliquent parfaitement, sont auto-égalisantes et sèchent parfaitement. Ne rétrécit pas tout au long de l'usure.</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ le polygel liquide a une consistance moyenne,</span></p><p><span style=""color: rgb(18, 18, 18)"">- s'auto-égalise rapidement,</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ excellent pour la technique ""sans limage""</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ peut être déposé facilement avec une fraise grain fin</span></p><p><span style=""color: rgb(18, 18, 18)"">Mode d'emploi : appliquer une fine couche de base d'adhérence (base FLEX) sur la plaque à ongles préparée.</span></p><p><span style=""color: rgb(18, 18, 18)"">Après polymérisation, appliquer le polygel liquide, patinoire puis construction.</span></p><p><span style=""color: rgb(18, 18, 18)"">Temps de polymérisation 60/120 sec.</span></p><p><span style=""color: rgb(18, 18, 18)"">Pot de 15 ml</span></p>",polygel-liquides;accessoires,accessoires,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b8f7f051-a956-406a-8763-49363b1bc811,MEDIA,,,,,,5bdc9f_c3429664f3d94ca389176b560a141729~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b8f7f051-a956-406a-8763-49363b1bc811,MEDIA,,,,,,5bdc9f_fdc025d7623a456380d50ac39c416921~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b8f7f051-a956-406a-8763-49363b1bc811,MEDIA,,,,,,5bdc9f_a9b11c17329f42fd8250113f7ea924bc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6cfeaa56-2a85-419c-9402-f0041c20cce9,PRODUCT,Polygel Liquide - Old Money,true,"<p><span style=""color: rgb(18, 18, 18)"">Teintes nude lumineuses, enrichies de paillettes fines pour un rendu chic et minimaliste. Texture fluide, auto-nivelante, qui ne coule pas – parfaite pour une pose rapide et sans limage. Adaptée aux ongles courts comme longs, pour des manucures durables et impeccables.</span></p><p><span style=""color: rgb(18, 18, 18)"">Vous pouvez l' utiliser pour faire des extensions poppits, corriger les extensions, réparer, compléter les coins ou renforcer les ongles. Ce matériau combine les propriétés d'application facile de la BASE, et les propriétés de résistance du GEL.</span></p><p><span style=""color: rgb(18, 18, 18)"">Toutes les nuances de la gamme Liquid Polygel ont une excellente densité et un excellent pouvoir couvrant, elles s'appliquent parfaitement, sont auto-égalisantes et sèchent parfaitement. Ne rétrécit pas tout au long de l'usure.</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ le polygel liquide a une consistance moyenne,</span></p><p><span style=""color: rgb(18, 18, 18)"">- s'auto-égalise rapidement,</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ excellent pour la technique ""sans limage""</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ peut être déposé facilement avec une fraise grain fin</span></p><p><span style=""color: rgb(18, 18, 18)"">Mode d'emploi : appliquer une fine couche de base d'adhérence (base FLEX) sur la plaque à ongles préparée.</span></p><p><span style=""color: rgb(18, 18, 18)"">Après polymérisation, appliquer le polygel liquide, patinoire puis construction.</span></p><p><span style=""color: rgb(18, 18, 18)"">Temps de polymérisation 60/120 sec.</span></p><p><span style=""color: rgb(18, 18, 18)"">Pot de 15 ml</span></p>",polygel-liquides;accessoires,accessoires,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6cfeaa56-2a85-419c-9402-f0041c20cce9,MEDIA,,,,,,5bdc9f_b7b5e5d6bba5468f8bdc5d15d3872683~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6cfeaa56-2a85-419c-9402-f0041c20cce9,MEDIA,,,,,,5bdc9f_c6d7a111c6c54bd68d80dfa13a3453ea~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_6cfeaa56-2a85-419c-9402-f0041c20cce9,MEDIA,,,,,,5bdc9f_a9b11c17329f42fd8250113f7ea924bc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_12cf5e25-72ee-4df9-8254-8eecaae61ce8,PRODUCT,Polygel Liquide - Total Nude,true,"<p><span style=""color: rgb(18, 18, 18)"">Teintes nude lumineuses, enrichies de paillettes fines pour un rendu chic et minimaliste. Texture fluide, auto-nivelante, qui ne coule pas – parfaite pour une pose rapide et sans limage. Adaptée aux ongles courts comme longs, pour des manucures durables et impeccables.</span></p><p><span style=""color: rgb(18, 18, 18)"">Vous pouvez l' utiliser pour faire des extensions poppits, corriger les extensions, réparer, compléter les coins ou renforcer les ongles. Ce matériau combine les propriétés d'application facile de la BASE, et les propriétés de résistance du GEL.</span></p><p><span style=""color: rgb(18, 18, 18)"">Toutes les nuances de la gamme Liquid Polygel ont une excellente densité et un excellent pouvoir couvrant, elles s'appliquent parfaitement, sont auto-égalisantes et sèchent parfaitement. Ne rétrécit pas tout au long de l'usure.</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ le polygel liquide a une consistance moyenne,</span></p><p><span style=""color: rgb(18, 18, 18)"">- s'auto-égalise rapidement,</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ excellent pour la technique ""sans limage""</span></p><p><span style=""color: rgb(18, 18, 18)"">⁃ peut être déposé facilement avec une fraise grain fin</span></p><p><span style=""color: rgb(18, 18, 18)"">Mode d'emploi : appliquer une fine couche de base d'adhérence (base FLEX) sur la plaque à ongles préparée.</span></p><p><span style=""color: rgb(18, 18, 18)"">Après polymérisation, appliquer le polygel liquide, patinoire puis construction.</span></p><p><span style=""color: rgb(18, 18, 18)"">Temps de polymérisation 60/120 sec.</span></p><p><span style=""color: rgb(18, 18, 18)"">Pot de 15 ml</span></p>",polygel-liquides;accessoires,accessoires,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_12cf5e25-72ee-4df9-8254-8eecaae61ce8,MEDIA,,,,,,5bdc9f_7295ee639a9244179ebe733efeb56cd3~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_12cf5e25-72ee-4df9-8254-8eecaae61ce8,MEDIA,,,,,,5bdc9f_689c6a748f2249f1953d22c22d8177ec~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_12cf5e25-72ee-4df9-8254-8eecaae61ce8,MEDIA,,,,,,5bdc9f_a9b11c17329f42fd8250113f7ea924bc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9fb50353-0bcf-4f48-992b-d4277100be64,PRODUCT,Base Camouflage - 2.2,true,"<p><span style=""color: rgb(18, 18, 18)"">Base rubber, faiblement acide.</span></p><p><span style=""color: rgb(18, 18, 18)"">Souple, ne casse pas, ne craque pas !</span></p><p><span style=""color: rgb(18, 18, 18)"">Adaptée aux ongles sensibles.</span></p><p><span style=""color: rgb(18, 18, 18)"">La base n'a pas d'odeur forte, elle est hypoallergénique.</span></p><p><span style=""color: rgb(18, 18, 18)"">De consistance moyenne à épaisse, elle permet même aux débutants de répartir correctement la matière et de créer le bombé parfait.</span></p><p><span style=""color: rgb(18, 18, 18)"">Convient pour renforcer et niveler la plaque de l'ongle.</span></p><p><span style=""color: rgb(18, 18, 18)"">Fournit une tenue sans décollement jusqu'à 4 semaines.</span></p><p><span style=""color: rgb(18, 18, 18)"">Nécessite une sous couche de base soft 1.1 ou base flex ALBI.</span></p><p><span style=""color: rgb(18, 18, 18)"">Les primers peuvent être utilisés comme médiateurs d’adhérence :</span></p><ul><li><p><span style=""color: rgb(18, 18, 18)"">Primer avec acide (Attention 70 à 93 % d'acidité, action chimique qui accentue la porosité dans la plaque pour une adhérence en profondeur) sur un remplissage il ne doit être appliqué que sur la repousse.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Ultra bond (10 à 23% d'acidité), fait office de double face il a une action mécanique il peut être utilisé sur toute la plaque à chaque remplissage.</span></p></li></ul><p><span style=""color: rgb(18, 18, 18)"">Volume 15ml.</span></p>",the-base;base-camouflage,the-base,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9fb50353-0bcf-4f48-992b-d4277100be64,MEDIA,,,,,,5bdc9f_f668e440585d401c858713c5e60a5629~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9fb50353-0bcf-4f48-992b-d4277100be64,MEDIA,,,,,,5bdc9f_6f46247af77c4a04acbeec4da87cc6ef~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9fb50353-0bcf-4f48-992b-d4277100be64,MEDIA,,,,,,5bdc9f_b87c2ccde5fb46758bc5be082ec2ed97~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9fb50353-0bcf-4f48-992b-d4277100be64,MEDIA,,,,,,5bdc9f_35838a29a65a45e2836d3d561327409d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42555bf6-8e59-48a7-af13-8681c164f0b4,PRODUCT,Base Camouflage - 2.4,true,"<p><span style=""color: rgb(18, 18, 18)"">Base rubber, faiblement acide.</span></p><p><span style=""color: rgb(18, 18, 18)"">Souple, ne casse pas, ne craque pas !</span></p><p><span style=""color: rgb(18, 18, 18)"">Adaptée aux ongles sensibles.</span></p><p><span style=""color: rgb(18, 18, 18)"">La base n'a pas d'odeur forte, elle est hypoallergénique.</span></p><p><span style=""color: rgb(18, 18, 18)"">De consistance moyenne à épaisse, elle permet même aux débutants de répartir correctement la matière et de créer le bombé parfait.</span></p><p><span style=""color: rgb(18, 18, 18)"">Convient pour renforcer et niveler la plaque de l'ongle.</span></p><p><span style=""color: rgb(18, 18, 18)"">Fournit une tenue sans décollement jusqu'à 4 semaines.</span></p><p><span style=""color: rgb(18, 18, 18)"">Nécessite une sous couche de base soft 1.1 ou base flex ALBI.</span></p><p><span style=""color: rgb(18, 18, 18)"">Les primers peuvent être utilisés comme médiateurs d’adhérence :</span></p><ul><li><p><span style=""color: rgb(18, 18, 18)"">Primer avec acide (Attention 70 à 93 % d'acidité, action chimique qui accentue la porosité dans la plaque pour une adhérence en profondeur) sur un remplissage il ne doit être appliqué que sur la repousse.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Ultra bond (10 à 23% d'acidité), fait office de double face il a une action mécanique il peut être utilisé sur toute la plaque à chaque remplissage.</span></p></li></ul><p><span style=""color: rgb(18, 18, 18)"">Volume 15ml.</span></p>",base-camouflage;the-base,the-base,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42555bf6-8e59-48a7-af13-8681c164f0b4,MEDIA,,,,,,5bdc9f_11853ac913314eee9f61c30af5f303a1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42555bf6-8e59-48a7-af13-8681c164f0b4,MEDIA,,,,,,5bdc9f_6f46247af77c4a04acbeec4da87cc6ef~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_42555bf6-8e59-48a7-af13-8681c164f0b4,MEDIA,,,,,,5bdc9f_35838a29a65a45e2836d3d561327409d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e2a39d77-cc58-4109-b858-43f2e5a8fb46,PRODUCT,Repousse cuticules ,true,,staleks;repousse-cuticules,staleks,,,,,1,,,,,,,3,false,,,,4823126605906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c24cfdfe-9f6f-43f7-b0f7-cf397a6a9460,PRODUCT,Base Camouflage - 2.7,true,"<ul><li><p><span style=""color: rgb(18, 18, 18)"">Base rubber, faiblement acide.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Souple, ne casse pas, ne craque pas !</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Adaptée aux ongles sensibles.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">La base n'a pas d'odeur forte, elle est hypoallergénique.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">De consistance moyenne à épaisse, elle permet même aux débutants de répartir correctement la matière et de créer le bombé parfait.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Convient pour renforcer et niveler la plaque de l'ongle.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Fournit une tenue sans décollement jusqu'à 4 semaines.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Nécessite une sous couche de base soft 1.1 ou base flex ALBI.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Les primers peuvent être utilisés comme médiateurs d’adhérence :</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Primer avec acide (Attention 70 à 93 % d'acidité, action chimique qui accentue la porosité dans la plaque pour une adhérence en profondeur) sur un remplissage il ne doit être appliqué que sur la repousse.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Ultra bond (10 à 23% d'acidité), fait office de double face il a une action mécanique il peut être utilisé sur toute la plaque à chaque remplissage.</span></p></li><li><p><span style=""color: rgb(18, 18, 18)"">Volume 15ml.</span></p></li></ul>",base-camouflage;the-base,the-base,,,,,17.9,,,,,,10.45,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c24cfdfe-9f6f-43f7-b0f7-cf397a6a9460,MEDIA,,,,,,5bdc9f_06a44ffca9f945808c51f042db1718e1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c24cfdfe-9f6f-43f7-b0f7-cf397a6a9460,MEDIA,,,,,,5bdc9f_6f46247af77c4a04acbeec4da87cc6ef~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c24cfdfe-9f6f-43f7-b0f7-cf397a6a9460,MEDIA,,,,,,5bdc9f_35838a29a65a45e2836d3d561327409d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
